formula,composition_obj,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,YS
Co1 Fe1 Ni1 Si0.5,Co1 Fe1 Ni1 Si0.5,4,0.5150787536377128,0.41771681974469516,0.35666156167601243,0.33439016282768,0.3189027145278522,14.0,28.0,14.0,25.142857142857142,3.1836734693877555,26.0,55.0,78.0,23.0,60.857142857142854,4.979591836734693,55.0,28.0855,58.933195,30.847694999999998,53.57552714285714,7.282864897959184,55.845,1687.0,1811.0,124.0,1757.2857142857142,36.81632653061225,1728.0,8.0,14.0,6.0,9.714285714285714,1.3877551020408163,8.0,3.0,4.0,1.0,3.857142857142857,0.24489795918367344,4.0,111.0,132.0,21.0,125.0,4.571428571428571,124.0,1.83,1.91,0.07999999999999985,1.8771428571428572,0.02693877551020396,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.2857142857142857,0.489795918367347,0.0,0.0,8.0,8.0,6.0,1.7142857142857142,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,6.0,8.285714285714286,1.3877551020408163,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.5714285714285714,0.979591836734694,0.0,0.0,4.0,4.0,2.5714285714285716,1.0612244897959184,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.142857142857143,0.7346938775510203,2.0,10.245,20.44,10.195000000000002,11.861428571428572,2.451020408163266,10.245,0.0,0.773,0.773,0.11042857142857143,0.1893061224489796,0.0,0.0,2.1106628,2.1106628,1.2155796285714284,0.7016998530612246,0.5953947,194.0,229.0,35.0,217.57142857142858,13.469387755102035,194.0,2.0,0.2857142857142857,6.0,0.0,False,0.0015987206823936395,0.0002549487706695653,Co0.3142863283339736 Fe0.2978172149976046 Ni0.31300751950470773 Si0.07488893716371406 ,Co0.2857142857142857Fe0.2857142857142857Ni0.2857142857142857Si0.14285714285714285,0.04371564659261432,1.0165267934777584,-0.026305520710310098,2.040816326530612,1.0839976827299478,-0.011238732128524116,53.57552714285713,187.514345,-5.880896109652868,0.03332624649472593,0.09020408163265309,9.714285714285714,19.428571428571427,4.407142857142857,23.0,0.0,2.0,21.0,0.0,72.2442857142857,0.1871677622553384,5.7012244897959174,-0.019023821729245362,476.0
Co1 Fe1 Ni1 Si0.75,Co1 Fe1 Ni1 Si0.75,4,0.5033222956847166,0.4018433440099828,0.33729153938635104,0.3139278161118174,0.29818687419959133,14.0,28.0,14.0,24.4,4.160000000000001,26.0,55.0,78.0,23.0,62.0,6.4,55.0,28.0855,58.933195,30.847694999999998,51.87619199999999,9.516276800000005,55.845,1687.0,1811.0,124.0,1752.6,39.36000000000001,1728.0,8.0,14.0,6.0,10.0,1.6,8.0,3.0,4.0,1.0,3.8,0.3200000000000001,4.0,111.0,132.0,21.0,124.06666666666666,5.262222222222222,124.0,1.83,1.91,0.07999999999999985,1.8786666666666667,0.02595555555555545,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.4,0.6400000000000001,0.0,0.0,8.0,8.0,5.6,2.24,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,6.0,8.0,1.6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.8,1.2800000000000002,0.0,0.0,4.0,4.0,2.4,1.1733333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.2,0.7466666666666666,2.0,10.245,20.44,10.195000000000002,12.433333333333334,3.202666666666667,10.245,0.0,0.773,0.773,0.1546,0.24736,0.0,0.0,2.1106628,2.1106628,1.1345409866666667,0.741361080888889,0.5953947,194.0,229.0,35.0,218.2,12.906666666666672,194.0,2.0,0.4,5.6,0.0,False,0.0015987206823936395,0.00024607527900909746,Co0.30294279631524745 Fe0.2870681024543976 Ni0.3017101435150316 Si0.10827895771532346 ,Co0.26666666666666666Fe0.26666666666666666Ni0.26666666666666666Si0.2,0.05028197113805237,0.8052014418886131,-0.01791705837575773,2.595555555555556,1.0842228194624468,-0.011467435803685828,51.876191999999996,194.53571999999997,-4.535672918873739,0.03612247064125943,0.0986666666666667,10.0,24.96,4.422,23.0,0.0,2.0,21.0,0.0,70.07666666666667,0.21942076089111964,6.989511111111112,-0.02435011044839766,1301.0
Al1 Co1 Cr1 Cu1 Fe1 Mn1 Ni1,Al1 Co1 Cr1 Cu1 Fe1 Mn1 Ni1,7,0.3779644730092272,0.27327588325319846,0.21082473737065027,0.18863846396516054,0.1735448634341524,13.0,29.0,16.0,24.571428571428573,3.4693877551020402,13.0,49.0,73.0,24.0,58.857142857142854,6.122448979591836,49.0,26.9815386,63.546,36.5644614,52.99046837142857,7.715228040816327,26.9815386,933.47,2180.0,1246.53,1613.8914285714286,294.6955102040816,933.47,6.0,13.0,7.0,9.142857142857142,1.8775510204081631,6.0,3.0,4.0,1.0,3.857142857142857,0.24489795918367344,3.0,121.0,139.0,18.0,130.42857142857142,5.795918367346941,121.0,1.55,1.91,0.3599999999999999,1.7628571428571431,0.13387755102040808,1.55,1.0,2.0,1.0,1.7142857142857142,0.4081632653061224,1.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367344,0.0,0.0,10.0,10.0,5.857142857142857,2.1632653061224487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.714285714285714,2.0408163265306123,3.0,0.0,1.0,1.0,0.2857142857142857,0.4081632653061224,0.0,0.0,5.0,5.0,0.7142857142857143,1.2244897959183674,0.0,0.0,5.0,5.0,2.7142857142857144,1.7551020408163265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.7142857142857144,1.4693877551020407,1.0,10.245,16.48,6.235000000000001,11.503226600985714,1.4219352568612247,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6078341172413794,0.698133075862069,0.0,194.0,229.0,35.0,220.57142857142858,8.612244897959178,194.0,1.7142857142857142,0.14285714285714285,5.857142857142857,0.0,False,0.031880743083437246,0.004873852220419414,Al0.07273960077627827 Co0.15887815518313542 Cr0.14017642255299118 Cu0.17131382829774497 Fe0.15055268217177428 Mn0.1481076198052401 Ni0.1582316912128358 ,Al0.14285714285714285Co0.14285714285714285Cr0.14285714285714285Cu0.14285714285714285Fe0.14285714285714285Mn0.14285714285714285Ni0.14285714285714285,0.041697154174835806,4.635473646234457,-0.005980906472344584,2.6938775510204076,1.0761333013311563,-0.016178296979245874,52.99046837142858,370.9332786,-9.305077024878413,0.07350299300952642,0.19510204081632643,9.142857142857144,5.632653061224489,3.8585714285714294,34.0,2.0,1.0,31.0,0.0,71.13285714285715,0.3725817748776218,14.064489795918364,-0.06976462399561383,1005.0
Al1 Co1 Cr1 Cu1 Fe1 Ni1,Al1 Co1 Cr1 Cu1 Fe1 Ni1,6,0.408248290463863,0.3028534321386899,0.23849484685087588,0.2152847236817911,0.1993718664752192,13.0,29.0,16.0,24.5,4.0,13.0,49.0,73.0,24.0,60.0,6.0,49.0,26.9815386,63.546,36.5644614,52.66587226666667,8.784701977777777,26.9815386,933.47,2180.0,1246.53,1629.7066666666667,322.72444444444443,933.47,6.0,13.0,7.0,9.5,1.8333333333333333,6.0,3.0,4.0,1.0,3.8333333333333335,0.2777777777777777,3.0,121.0,139.0,18.0,129.0,5.333333333333333,121.0,1.61,1.91,0.2999999999999998,1.7983333333333336,0.10888888888888877,1.61,1.0,2.0,1.0,1.6666666666666667,0.44444444444444436,1.0,0.0,1.0,1.0,0.16666666666666666,0.27777777777777785,0.0,0.0,10.0,10.0,6.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.833333333333333,2.2222222222222228,3.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,5.0,5.0,0.8333333333333334,1.3888888888888886,0.0,0.0,5.0,5.0,2.3333333333333335,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.5,1.5,1.0,10.245,16.48,6.235000000000001,11.6725,1.6024999999999998,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7090881166666666,0.7469859222222223,0.0,194.0,229.0,35.0,221.16666666666666,9.055555555555562,194.0,1.6666666666666667,0.16666666666666666,6.0,0.0,False,0.022248762806663658,0.0035163965825742035,Al0.08538590374484686 Co0.18650026561666466 Cr0.16454710220667074 Cu0.20109796997900034 Fe0.17672734921910543 Ni0.18574140923371193 ,Al0.16666666666666666Co0.16666666666666666Cr0.16666666666666666Cu0.16666666666666666Fe0.16666666666666666Ni0.16666666666666666,0.044231102192183076,5.081281140361571,0.0008297269616523625,2.6388888888888884,1.0762299302718474,-0.014896688227162048,52.66587226666667,315.9952336,-7.614374011709077,0.07483576592495514,0.20083333333333328,9.5,4.777777777777778,4.015000000000001,29.0,2.0,1.0,26.0,0.0,70.23500000000001,0.4061731101520389,15.585833333333332,-0.0807647221972821,1303.0
Al1 Co1 Cr1 Cu1 Fe1 Ni1 Ti1,Al1 Co1 Cr1 Cu1 Fe1 Ni1 Ti1,7,0.3779644730092272,0.27327588325319846,0.21082473737065027,0.18863846396516054,0.1735448634341524,13.0,29.0,16.0,24.142857142857142,3.8367346938775513,13.0,43.0,73.0,30.0,57.57142857142857,7.346938775510204,43.0,26.9815386,63.546,36.5644614,51.98031908571429,8.317742734693875,26.9815386,933.47,2180.0,1246.53,1674.1771428571428,302.03265306122455,933.47,4.0,13.0,9.0,8.714285714285714,2.326530612244898,4.0,3.0,4.0,1.0,3.857142857142857,0.24489795918367344,3.0,121.0,160.0,39.0,133.42857142857142,9.18367346938775,121.0,1.54,1.91,0.3699999999999999,1.7614285714285718,0.13551020408163256,1.54,1.0,2.0,1.0,1.7142857142857142,0.4081632653061224,1.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367344,0.0,0.0,10.0,10.0,5.428571428571429,2.6530612244897958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.285714285714286,2.5306122448979593,3.0,0.0,1.0,1.0,0.2857142857142857,0.4081632653061224,0.0,0.0,5.0,5.0,0.7142857142857143,1.2244897959183674,0.0,0.0,8.0,8.0,3.142857142857143,2.1632653061224487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.142857142857143,1.8775510204081631,1.0,10.245,16.69,6.445000000000002,12.389285714285714,2.3975510204081636,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6077930333333333,0.6981565523809524,0.0,194.0,229.0,35.0,217.28571428571428,13.306122448979595,194.0,1.7142857142857142,0.14285714285714285,5.428571428571429,0.0,False,0.033645949486530435,0.0050250337129343885,Al0.07415317147110483 Co0.16196568249725599 Cr0.14290051343212554 Cu0.174643021814287 Fe0.15347841804706602 Ni0.1613066555968066 Ti0.13155253714135393 ,Al0.14285714285714285Co0.14285714285714285Cr0.14285714285714285Cu0.14285714285714285Fe0.14285714285714285Ni0.14285714285714285Ti0.14285714285714285,0.05358535812953558,1.963286117806808,-0.006598483556870681,3.5510204081632644,1.0805574221841274,-0.016178296979245874,51.98031908571429,363.8622336,-5.634307274729252,0.10160452913156967,0.2644897959183673,8.714285714285715,13.795918367346939,4.134285714285715,31.0,2.0,1.0,28.0,0.0,65.82142857142858,0.43357288824813434,15.754285714285714,-0.08952100486461108,1234.0
Al1 Co1 Cr1 Cu1 Fe1 Ni1 V1,Al1 Co1 Cr1 Cu1 Fe1 Ni1 V1,7,0.3779644730092272,0.27327588325319846,0.21082473737065027,0.18863846396516054,0.1735448634341524,13.0,29.0,16.0,24.285714285714285,3.673469387755102,13.0,46.0,73.0,27.0,58.0,6.857142857142857,46.0,26.9815386,63.546,36.5644614,52.41953337142858,7.811274718367345,26.9815386,933.47,2183.0,1249.53,1708.7485714285715,321.78775510204076,933.47,5.0,13.0,8.0,8.857142857142858,2.1632653061224487,5.0,3.0,4.0,1.0,3.857142857142857,0.24489795918367344,3.0,121.0,153.0,32.0,132.42857142857142,7.755102040816321,121.0,1.61,1.91,0.2999999999999998,1.7742857142857145,0.12081632653061221,1.61,1.0,2.0,1.0,1.7142857142857142,0.4081632653061224,1.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367344,0.0,0.0,10.0,10.0,5.571428571428571,2.489795918367347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.428571428571429,2.3673469387755097,3.0,0.0,1.0,1.0,0.2857142857142857,0.4081632653061224,0.0,0.0,5.0,5.0,0.7142857142857143,1.2244897959183674,0.0,0.0,7.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,4.0,1.7142857142857142,1.0,10.245,16.48,6.235000000000001,11.86357142857143,1.6465306122448984,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6077898142857142,0.6981583918367347,0.0,194.0,229.0,35.0,222.28571428571428,8.08163265306123,194.0,1.7142857142857142,0.14285714285714285,5.571428571428571,0.0,False,0.022248762806663658,0.003874246402451525,Al0.07353185475677325 Co0.16060859980359293 Cr0.14170317452239944 Cu0.1731797178673092 Fe0.15219244868756307 Ni0.159955094776589 V0.138829109585773 ,Al0.14285714285714285Co0.14285714285714285Cr0.14285714285714285Cu0.14285714285714285Fe0.14285714285714285Ni0.14285714285714285V0.14285714285714285,0.043041281799213085,3.5647038176848547,-0.006012041102651839,2.8571428571428568,1.0760724310098495,-0.016178296979245874,52.41953337142858,366.9367336,-8.732978892178242,0.07983358094940282,0.21142857142857138,8.857142857142858,7.755102040816327,4.2,32.0,2.0,1.0,29.0,0.0,66.84428571428572,0.4141943006822797,15.225714285714282,-0.0819903912278584,1469.0
Al1 Cu0.889 Fe0.667 Ni0.889 Ti1,Al1 Cu0.889 Fe0.667 Ni0.889 Ti1,5,0.4513774122610292,0.34802013301918433,0.28464664387948396,0.2623973906059526,0.24785136359041623,13.0,29.0,16.0,23.175478065241844,5.1072918472367554,13.0,43.0,73.0,30.0,59.34983127109111,8.661943185110859,43.0,26.9815386,63.546,36.5644614,49.66658722159729,11.016709040807468,26.9815386,933.47,1941.0,1007.53,1535.5807716535433,342.0402914076685,933.47,4.0,13.0,9.0,9.224971878515186,2.7185728330640333,4.0,3.0,4.0,1.0,3.7750281214848145,0.3487190647850683,3.0,121.0,160.0,39.0,134.22452193475814,11.597515439928832,121.0,1.54,1.91,0.3699999999999999,1.745264341957255,0.15321875541710264,1.54,1.0,2.0,1.0,1.8000000000000003,0.3199999999999998,2.0,0.0,1.0,1.0,0.22497187851518557,0.3487190647850683,0.0,0.0,10.0,10.0,4.950281214848144,3.5548087422705454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,6.97525309336333,3.1273368669186317,3.0,0.0,1.0,1.0,0.19999999999999998,0.31999999999999995,0.0,0.0,5.0,5.0,1.124859392575928,1.7435953239253417,0.0,0.0,8.0,8.0,2.8,2.699842519685039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.124859392575928,2.1373593767595698,5.0,10.32,16.69,6.370000000000001,13.350420697412824,2.910757527637504,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.4358021393100862,0.566483620757483,0.0,194.0,229.0,35.0,218.62609673790774,11.080358487247596,194.0,1.8000000000000003,0.22497187851518557,4.950281214848144,0.0,False,0.033645949486530435,0.0061415933851397715,Al0.1222167208104937 Cu0.25589034219918094 Fe0.1687229052250033 Ni0.2363496398016147 Ti0.21682039196370742 ,Al0.22497187851518557Cu0.19999999999999998Fe0.1500562429696288Ni0.19999999999999998Ti0.22497187851518557,0.0591827113081605,1.0235317211558161,-0.009520703873514112,4.0143144874044845,1.0800874424647366,-0.013299162925480314,49.6665872215973,220.76798019999998,-3.796947495431839,0.11315870443213662,0.28402550356121115,9.224971878515184,19.952423989745935,4.08200899887514,18.0,1.0,1.0,16.0,0.0,51.10098087739032,0.40436111517587053,11.288560901203434,-0.07420367440142382,980.0
Al1 Cu0.889 Fe0.667 Ni0.889 Ti1,Al1 Cu0.889 Fe0.667 Ni0.889 Ti1,5,0.4513774122610292,0.34802013301918433,0.28464664387948396,0.2623973906059526,0.24785136359041623,13.0,29.0,16.0,23.175478065241844,5.1072918472367554,13.0,43.0,73.0,30.0,59.34983127109111,8.661943185110859,43.0,26.9815386,63.546,36.5644614,49.66658722159729,11.016709040807468,26.9815386,933.47,1941.0,1007.53,1535.5807716535433,342.0402914076685,933.47,4.0,13.0,9.0,9.224971878515186,2.7185728330640333,4.0,3.0,4.0,1.0,3.7750281214848145,0.3487190647850683,3.0,121.0,160.0,39.0,134.22452193475814,11.597515439928832,121.0,1.54,1.91,0.3699999999999999,1.745264341957255,0.15321875541710264,1.54,1.0,2.0,1.0,1.8000000000000003,0.3199999999999998,2.0,0.0,1.0,1.0,0.22497187851518557,0.3487190647850683,0.0,0.0,10.0,10.0,4.950281214848144,3.5548087422705454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,6.97525309336333,3.1273368669186317,3.0,0.0,1.0,1.0,0.19999999999999998,0.31999999999999995,0.0,0.0,5.0,5.0,1.124859392575928,1.7435953239253417,0.0,0.0,8.0,8.0,2.8,2.699842519685039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.124859392575928,2.1373593767595698,5.0,10.32,16.69,6.370000000000001,13.350420697412824,2.910757527637504,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.4358021393100862,0.566483620757483,0.0,194.0,229.0,35.0,218.62609673790774,11.080358487247596,194.0,1.8000000000000003,0.22497187851518557,4.950281214848144,0.0,False,0.033645949486530435,0.0061415933851397715,Al0.1222167208104937 Cu0.25589034219918094 Fe0.1687229052250033 Ni0.2363496398016147 Ti0.21682039196370742 ,Al0.22497187851518557Cu0.19999999999999998Fe0.1500562429696288Ni0.19999999999999998Ti0.22497187851518557,0.0591827113081605,1.0235317211558161,-0.009520703873514112,4.0143144874044845,1.0800874424647366,-0.013299162925480314,49.6665872215973,220.76798019999998,-3.796947495431839,0.11315870443213662,0.28402550356121115,9.224971878515184,19.952423989745935,4.08200899887514,18.0,1.0,1.0,16.0,0.0,51.10098087739032,0.40436111517587053,11.288560901203434,-0.07420367440142382,980.0
Al1 Cu1 Fe1 Ni1 Ti1,Al1 Cu1 Fe1 Ni1 Ti1,5,0.447213595499958,0.34199518933533946,0.27594593229224296,0.25169979012836535,0.2349237886176038,13.0,29.0,16.0,23.6,4.88,13.0,43.0,73.0,30.0,59.2,8.16,43.0,26.9815386,63.546,36.5644614,50.58658772,10.529854736,26.9815386,933.47,1941.0,1007.53,1554.248,326.9024,933.47,4.0,13.0,9.0,9.2,2.56,4.0,3.0,4.0,1.0,3.8,0.3200000000000001,3.0,121.0,160.0,39.0,133.8,10.480000000000008,121.0,1.54,1.91,0.3699999999999999,1.7579999999999998,0.1464,1.54,1.0,2.0,1.0,1.8,0.31999999999999995,1.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,10.0,10.0,5.2,3.3600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.2,2.96,3.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,8.0,8.0,2.8,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.0,2.0,1.0,10.32,16.69,6.370000000000001,13.058000000000002,2.8216000000000006,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5412160066666667,0.6494501946666666,0.0,194.0,229.0,35.0,219.6,10.240000000000004,194.0,1.8,0.2,5.2,0.0,False,0.033645949486530435,0.00581943185202238,Al0.10667467333177144 Cu0.25123655444692644 Fe0.22078974889196185 Ni0.23205123193867802 Ti0.18924779139066233 ,Al0.2Cu0.2Fe0.2Ni0.2Ti0.2,0.05887684614462252,1.1816582652470353,-0.005936160702861249,3.920000000000001,1.0802701919440874,-0.013380866803977112,50.586587720000004,252.93293859999997,-3.8600699204055893,0.11098815444649039,0.2824000000000001,9.200000000000001,17.6,4.09,18.0,1.0,1.0,16.0,0.0,53.526,0.39580739267860304,11.645600000000002,-0.07436703234921974,1074.0
Al1 Cu1 Ni1 Ti1,Al1 Cu1 Ni1 Ti1,4,0.5,0.3968502629920499,0.32987697769322355,0.3047534135511189,0.2871745887492587,13.0,29.0,16.0,23.0,5.5,13.0,43.0,73.0,30.0,60.25,8.625,43.0,26.9815386,63.546,36.5644614,49.27198465,11.84771535,26.9815386,933.47,1941.0,1007.53,1490.06,344.44,933.47,4.0,13.0,9.0,9.5,2.75,4.0,3.0,4.0,1.0,3.75,0.375,3.0,121.0,160.0,39.0,134.25,12.875,121.0,1.54,1.91,0.3699999999999999,1.74,0.16499999999999992,1.54,1.0,2.0,1.0,1.75,0.375,1.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,10.0,10.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.0,3.5,3.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,8.0,8.0,2.5,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.0,2.5,1.0,10.32,16.69,6.370000000000001,13.64,2.9450000000000003,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.14885430833333335,0.22327019583333335,0.0,194.0,225.0,31.0,217.25,11.625,194.0,1.75,0.25,5.0,0.0,False,0.033645949486530435,0.0068643887910355625,Al0.13690101378938468 Cu0.32242460117749694 Ni0.2978031046289506 Ti0.24287128040416775 ,Al0.25Cu0.25Ni0.25Ti0.25,0.05800418934273985,0.7386628818676021,-0.01300893945083037,3.9375,1.0748191362152988,-0.011525651318350769,49.27198465,197.0879386,-3.4256796973986967,0.11566263831497793,0.27812500000000007,9.5,23.25,4.0425,12.0,1.0,1.0,10.0,0.0,46.527499999999996,0.3821602158728335,9.448124999999997,-0.06542371141229261,300.0
